solution_name,sample_idx,sample_num,actual_7d,actual_28d,prior_mean_7d,prior_std_7d,posterior_mean_7d,posterior_std_7d,prior_mean_14d,prior_std_14d,posterior_mean_14d,posterior_std_14d,prior_mean_21d,prior_std_21d,posterior_mean_21d,posterior_std_21d,prior_mean_28d,prior_std_28d,posterior_mean_28d,posterior_std_28d,prior_mean_56d,prior_std_56d,posterior_mean_56d,posterior_std_56d,prior_mean_90d,prior_std_90d,posterior_mean_90d,posterior_std_90d,prior_error_28d,posterior_error_28d,improvement_28d,improvement_pct_28d,prior_uncertainty_28d,posterior_uncertainty_28d,uncertainty_reduction_28d,uncertainty_reduction_pct_28d,prior_posterior_ratio_28d,is_improved,significant_improvement
Global Scaler,98,99,14.03,23.68,-26.638094,7.615167,12.488464,0.02200727,-25.144583,7.7229276,13.981977,0.02200727,-24.124651,7.825783,15.001907,0.02200727,-23.411081,7.9113064,15.715477,0.02200727,-21.75141,8.151202,17.375153,0.02200727,-20.605452,8.348223,18.521107,0.02200727,47.091081314086914,7.964523010253906,39.12655830383301,83.0869821036125,7.9113064,0.02200727,7.889299,99.72182512283325,0.16913017896387492,True,True
Global Scaler,99,100,33.10984,35.9556,-26.933954,8.4911375,-12.31082,0.0070746783,-26.749582,8.589189,-12.1264515,0.0070746783,-26.623674,8.658785,-12.000544,0.0070746783,-26.535585,8.7087145,-11.912455,0.0070746783,-26.330706,8.828689,-11.707575,0.0070746783,-26.189238,8.914574,-11.566107,0.0070746783,62.49118540344238,47.868054605102536,14.623130798339844,23.400309505945643,8.7087145,0.0070746783,8.70164,99.91876482963562,0.7659969049405435,True,True
Max Normalization,0,1,53.76,55.02,41.83194,3.4106114,53.053284,1.886488,43.424908,3.4118483,54.644936,1.8879602,44.512756,3.434868,55.72836,1.8929276,45.27385,3.461481,56.481888,1.9013677,47.044037,3.555563,58.193398,1.9654548,48.266304,3.6453125,59.280987,2.1040018,9.746150512695316,1.4618878173828094,8.284262695312506,85.00035664872446,3.461481,1.9013677,1.5601134,45.07068991661072,0.14999643351275535,True,True
Max Normalization,1,2,30.0,33.68,48.398697,5.5299897,31.06419,1.2781252,51.317566,5.601356,33.985104,1.2795856,53.31089,5.6856833,35.985313,1.2845144,54.705467,5.7611094,37.39164,1.292871,57.94908,5.985601,40.726448,1.3558067,60.188694,6.177502,43.175346,1.4891022,21.025467224121094,3.7116397094726565,17.313827514648438,82.34693350731087,5.7611094,1.292871,4.4682384,77.55864262580872,0.17653066492689132,True,True
Max Normalization,2,3,56.3916,59.1157,27.27665,5.6617165,52.369774,2.491744,33.117607,6.675681,58.20041,2.4944277,37.106453,7.496862,62.154358,2.5034692,39.897137,8.114111,64.88562,2.518766,46.38794,9.643986,70.91857,2.6324713,50.869637,10.75392,74.37226,2.8645387,19.218563311767575,5.769920117187503,13.448643194580072,69.97735978706292,8.114111,2.518766,5.595345,68.95820498466492,0.30022640212937074,True,True
Max Normalization,3,4,46.19,48.9,41.181877,4.494217,46.139027,0.75997376,42.021797,4.4293876,46.978832,0.76038146,42.595387,4.3911805,47.552036,0.76175594,42.99668,4.3674607,47.952675,0.7640939,43.930054,4.32212,48.880936,0.78204304,44.574512,4.299014,49.513584,0.8219575,5.903318786621092,0.9473251342773423,4.95599365234375,83.95266851547471,4.3674607,0.7640939,3.6033669,82.50485062599182,0.16047331484525282,True,True
Max Normalization,4,5,35.2,36.8,25.065807,4.3736324,33.967968,2.3610835,27.749386,4.0760236,36.650047,2.3622463,29.582024,3.9530745,38.477623,2.366177,30.86418,3.9100454,39.75114,2.3728588,33.84632,3.9526358,42.666336,2.4238136,35.905396,4.095151,44.572357,2.5350943,5.9358203887939425,2.9511405944824247,2.9846797943115178,50.282515285438976,3.9100454,2.3728588,1.5371866,39.31377828121185,0.49717484714561017,True,True
Max Normalization,5,6,13.3,16.6,-1.5066471,5.9800057,0.47198966,0.071773805,-1.2452993,5.9793544,0.73333746,0.071773805,-1.0668224,5.982172,0.91181445,0.071773805,-0.94195604,5.9857154,1.0366808,0.071773805,-0.65153134,5.998947,1.3271047,0.071773805,-0.45100242,6.012139,1.5276327,0.071773805,17.54195604324341,15.563319182395936,1.9786368608474731,11.27945399002171,5.9857154,0.071773805,5.9139414,98.80090951919556,0.887205460099783,True,True
Max Normalization,6,7,28.32,35.44,11.3171015,7.6315603,25.8391,0.20805189,11.9924345,7.542581,26.514431,0.20805207,12.453625,7.4924703,26.975605,0.20805271,12.776285,7.462666,27.298243,0.20805368,13.526753,7.4103856,28.048525,0.20806186,14.044928,7.388399,28.566265,0.20808057,22.66371482849121,8.141757431030271,14.521957397460938,64.07580358011286,7.462666,0.20805368,7.2546124,97.21207618713379,0.35924196419887144,True,True
Max Normalization,7,8,19.0123,33.8272,22.277473,8.008015,19.242456,0.17584065,22.960394,7.899276,19.925377,0.17584112,23.426765,7.837798,20.391752,0.1758425,23.75305,7.8011136,20.71804,0.17584501,24.511948,7.7363734,21.476974,0.17586482,25.035942,7.708764,22.001049,0.17591053,10.07415014953613,13.109159533691404,-3.0350093841552734,-30.126703881766364,7.8011136,0.17584501,7.6252685,97.74589538574219,1.3012670388176637,False,False
Max Normalization,8,9,49.44,51.52,41.352562,4.4615436,49.36934,0.6191733,41.982117,4.392649,49.998814,0.6193971,42.41204,4.3496394,50.428463,0.6201581,42.712826,4.321561,50.72878,0.6214554,43.41242,4.262854,51.424747,0.63144815,43.895462,4.227865,51.899395,0.6539666,8.807174224853519,0.791221160888675,8.015953063964844,91.0161745335311,4.321561,0.6214554,3.7001054,85.61965227127075,0.08983825466468896,True,True
Max Normalization,9,10,28.82,34.97,26.32059,8.168879,27.252449,0.16807118,26.616648,8.112006,27.548508,0.16807118,26.81883,8.074602,27.750692,0.16807118,26.960281,8.049133,27.892143,0.16807118,27.289278,7.9921618,28.22114,0.16807121,27.516443,7.9547024,28.448305,0.16807126,8.009718627929686,7.07785675048828,0.9318618774414062,11.634139983295135,8.049133,0.16807118,7.881062,97.911936044693,0.8836586001670487,True,True
Max Normalization,10,11,39.31232,46.07448,17.638802,5.3522186,38.362167,0.32774502,18.827515,5.4192934,39.550545,0.327801,19.6393,5.501332,40.36118,0.3279901,20.207243,5.575452,40.927162,0.32831296,21.528208,5.7977314,42.232864,0.33081198,22.440296,5.988657,43.109665,0.33651188,25.86723703430176,5.147317829589845,20.719919204711914,80.10101417958113,5.575452,0.32831296,5.247139,94.11145448684692,0.19898985820418869,True,True
Max Normalization,11,12,38.25,53.2493,16.258535,6.311511,38.137657,0.16905306,16.538654,6.188309,38.417774,0.16905306,16.729948,6.106882,38.60907,0.16905306,16.863783,6.0512753,38.742905,0.16905306,17.175066,5.926473,39.054176,0.16906133,17.389997,5.8441677,39.26909,0.1690729,36.38551711730957,14.50639533691406,21.879121780395508,60.131402584868084,6.0512753,0.16905306,5.882222,97.20632433891296,0.39868597415131907,True,True
Max Normalization,12,13,51.62,53.38,36.06405,4.4795723,50.697372,2.5778751,37.171547,4.244841,51.802288,2.5811145,37.92787,4.10141,52.549862,2.5920377,38.457012,4.0101404,53.064087,2.6105409,39.687733,3.8299809,54.179195,2.7491128,40.537506,3.7344468,54.76483,3.0384815,14.92298782348633,0.31591308593750256,14.607074737548828,97.88304400114629,4.0101404,2.6105409,1.3995996,34.9015086889267,0.0211695599885371,True,True
Max Normalization,13,14,2.9,25.4,-32.4287,8.503917,-14.64254,0.13808501,-31.730755,8.699797,-13.944606,0.13808505,-31.25412,8.84133,-13.46801,0.13808517,-30.920654,8.94391,-13.134615,0.13808542,-30.145056,9.193233,-12.359558,0.13808733,-29.609528,9.373647,-11.825286,0.13809173,56.320654296875,38.534614944458006,17.786039352416992,31.57995867495429,8.94391,0.13808542,8.805824,98.45609664916992,0.6842004132504571,True,True
Max Normalization,14,15,20.48,24.52,10.796662,9.976564,20.458176,0.24028248,11.365056,9.93164,21.02655,0.24032898,11.753218,9.910046,21.414642,0.24048239,12.024785,9.899355,21.686094,0.24074249,12.656417,9.888616,22.316814,0.24277495,13.092539,9.892757,22.750828,0.24741156,12.495214958190918,2.8339057159423824,9.661309242248535,77.320072320287,9.899355,0.24074249,9.658612,97.5680947303772,0.2267992767971301,True,True
Max Normalization,15,16,37.33,42.48,18.97197,6.780067,37.317154,0.72649586,22.802319,7.795873,41.147236,0.72686285,25.418102,8.613981,43.762123,0.7280939,27.248163,9.229953,45.590652,0.7301927,31.504667,10.763268,49.835243,0.746313,34.44365,11.881529,52.74668,0.78228503,15.231836776733395,3.1106524658203156,12.12118431091308,79.5779556240267,9.229953,0.7301927,8.49976,92.08887219429016,0.20422044375973303,True,True
Max Normalization,16,17,52.26,53.8,33.871883,5.2020273,51.332855,0.84312683,34.936794,5.0253606,52.397377,0.84328896,35.66403,4.9156423,53.12329,0.8438361,36.17282,4.8445373,53.629837,0.8447676,37.356213,4.6984463,54.795704,0.8519843,38.1733,4.6143656,55.572296,0.86840504,17.627178955078122,0.17016296386718466,17.457015991210938,99.03465571943852,4.8445373,0.8447676,3.9997697,82.56247043609619,0.009653442805614865,True,True
Max Normalization,17,18,45.63,56.67,36.23464,14.78017,41.806637,0.06281725,36.61876,14.675886,42.19075,0.06281725,36.881073,14.607262,42.45307,0.06281725,37.064598,14.560517,42.636597,0.06281725,37.49145,14.455896,43.06345,0.06281725,37.786182,14.387056,43.358177,0.06281725,19.605401916503908,14.033403320312502,5.571998596191406,28.420731285803814,14.560517,0.06281725,14.4977,99.56857562065125,0.7157926871419619,True,True
Max Normalization,18,19,37.3,38.9,14.941265,5.6946273,33.70187,5.699827,17.166874,5.8149667,35.9198,5.705139,18.686764,5.9343696,37.413734,5.7230377,19.750113,6.034798,38.432873,5.7533407,22.223335,6.317975,40.56549,5.979357,23.931017,6.5502114,41.50829,6.4443655,19.149887466430663,0.4671272277832017,18.68276023864746,97.56067899301202,6.034798,5.7533407,0.28145742,4.663907736539841,0.024393210069879816,True,True
Max Normalization,19,20,36.32016,40.74488,30.831549,9.726713,36.139866,0.08408694,31.26223,9.561867,36.57055,0.08408694,31.556343,9.462112,36.864662,0.08408714,31.762114,9.39872,37.07043,0.08408734,32.24071,9.272298,37.54902,0.0840904,32.571167,9.202659,37.879456,0.08409642,8.98276642883301,3.6744492443847676,5.308317184448242,59.09445855576887,9.39872,0.08408734,9.314632,99.10533428192139,0.4090554144423113,True,True
Max Normalization,20,21,30.656,33.088,18.238625,5.237158,30.381384,0.5028775,19.819746,4.948419,31.962452,0.50291115,20.89951,4.866908,33.042046,0.5030249,21.654934,4.869303,33.79718,0.50321925,23.411968,5.061714,35.551956,0.5047286,24.625145,5.3343973,36.759907,0.50820297,11.433066070556642,0.709180175781249,10.723885894775393,93.79711294061715,4.869303,0.50321925,4.366084,89.66547846794128,0.062028870593828486,True,True
Max Normalization,21,22,58.5124,60.4959,82.76491,7.4981804,60.64144,0.46226415,83.65132,7.3295918,61.527885,0.46226805,84.25667,7.2217455,62.13335,0.46228096,84.680176,7.1499753,62.55706,0.46230322,85.66521,6.9953465,63.543663,0.46247575,86.34535,6.899091,64.22745,0.46287552,24.18427578125,2.06116024169922,22.12311553955078,91.47727118089998,7.1499753,0.46230322,6.687672,93.5342013835907,0.08522728819100019,True,True
Max Normalization,22,23,10.4902,12.4762,-1.4366677,9.24708,10.181342,0.92308885,-0.8262241,9.207192,10.791775,0.9231034,-0.40934622,9.204694,11.208618,0.92315024,-0.11768907,9.214911,11.500214,0.9232301,0.5606708,9.276532,12.178092,0.9238618,1.0290569,9.349525,12.645367,0.92531794,12.593889073085785,0.9759863769531254,11.61790269613266,92.25031782248352,9.214911,0.9232301,8.291681,89.98112678527832,0.07749682177516487,True,True
Max Normalization,23,24,46.1,51.0,56.187664,8.835394,48.328075,0.15113401,56.771683,8.639889,48.912094,0.15113404,57.170517,8.509831,49.310932,0.15113422,57.449547,8.420589,49.589966,0.15113442,58.09854,8.218876,50.23901,0.15113631,58.546654,8.084633,50.687233,0.15114062,6.449546813964844,1.4100341796875,5.039512634277344,78.13746887402334,8.420589,0.15113442,8.269455,98.20517897605896,0.2186253112597666,True,True
Max Normalization,24,25,46.32,51.46,35.47039,7.629941,46.261757,0.17975293,35.93916,7.623805,46.73052,0.17976174,36.259285,7.644252,47.05062,0.1797949,36.483253,7.6703625,47.274544,0.17984824,37.004177,7.7680373,47.795113,0.18026875,37.363857,7.864812,48.153984,0.18123844,14.976746520996095,4.18545623779297,10.791290283203125,72.05363506736711,7.6703625,0.17984824,7.4905143,97.65528440475464,0.27946364932632894,True,True
Max Normalization,25,26,41.784,47.6,51.454258,11.292551,43.25905,0.14187944,51.565205,11.087514,43.369995,0.14187944,51.64097,10.951276,43.44576,0.14187944,51.693974,10.857862,43.498764,0.1418795,51.81726,10.646889,43.622055,0.14187966,51.902386,10.506578,43.70719,0.14188015,4.093973541259764,4.101235961914064,-0.007262420654299717,-0.17739295530632532,10.857862,0.1418795,10.715983,98.69330525398254,1.0017739295530632,False,False
Max Normalization,26,27,41.832,43.912,19.795267,4.275086,41.066414,1.3558787,22.707129,5.052944,43.977757,1.356238,24.695663,5.8380375,45.964542,1.3574526,26.086887,6.4652605,47.352783,1.3595213,29.32271,8.079127,50.565395,1.3754995,31.556946,9.273005,52.74599,1.4116702,17.82511264038086,3.440783203125001,14.384329437255857,80.69699040593842,6.4652605,1.3595213,5.105739,78.97189855575562,0.19303009594061582,True,True
Max Normalization,27,28,26.022,36.57144,4.511681,7.060334,25.067848,0.18052457,6.3377066,6.9756346,26.893867,0.18052533,7.5847173,6.983295,28.140852,0.18052779,8.457153,7.0202975,29.013243,0.18053217,10.486337,7.204265,31.04208,0.18056616,11.887424,7.406797,32.442368,0.18064447,28.114286679687503,7.558197278442385,20.556089401245117,73.11616914007224,7.0202975,0.18053217,6.8397655,97.4284291267395,0.2688383085992775,True,True
Max Normalization,28,29,35.6341,43.6449,7.650171,5.9621243,33.76972,2.2836633,9.953821,6.229816,36.070408,2.285277,11.527004,6.4542317,37.633587,2.2907267,12.62764,6.6292243,38.71716,2.299988,15.187588,7.0866675,41.144646,2.3704472,16.955149,7.43826,42.608147,2.5235083,31.017260229492187,4.927740728759765,26.089519500732422,84.11290780584704,6.6292243,2.299988,4.329236,65.30531644821167,0.15887092194152966,True,True
Max Normalization,29,30,32.6513,50.9846,32.11224,7.1296816,32.791134,0.18615547,34.5215,6.7666907,35.20039,0.18615998,36.166805,6.5533857,36.84569,0.18617497,37.317894,6.4226418,37.99678,0.186201,39.995197,6.183181,40.67405,0.18640333,41.843792,6.0749035,42.52256,0.18687063,13.666706018066407,12.987819604492188,0.6788864135742188,4.96744725961603,6.4226418,0.186201,6.2364407,97.10086584091187,0.9503255274038397,True,False
Max Normalization,30,31,7.5,25.2,-21.972454,9.380826,-6.857183,0.14100784,-21.103525,9.499522,-5.988264,0.14100789,-20.510124,9.588119,-5.3948975,0.14100802,-20.094969,9.653635,-4.9797974,0.14100827,-19.129364,9.81691,-4.0146327,0.1410102,-18.462646,9.93822,-3.3489323,0.14101465,45.29496879577637,30.17979736328125,15.11517143249512,33.370530622607625,9.653635,0.14100827,9.512627,98.5393226146698,0.6662946937739238,True,True
Max Normalization,31,32,12.42856,21.0,-8.364326,8.297878,11.499199,0.14429176,-6.6432185,8.318671,13.220301,0.14429232,-5.467858,8.363935,14.395649,0.14429337,-4.64555,8.410364,15.217936,0.14429516,-2.7329576,8.564075,17.130352,0.14431071,-1.4123726,8.706093,18.450535,0.1443463,25.645549774169922,5.782064437866211,19.86348533630371,77.45392674837535,8.410364,0.14429516,8.266069,98.28432202339172,0.22546073251624651,True,True
Max Normalization,32,33,26.14528,30.88616,10.6940975,7.521749,25.858017,0.124014065,11.581858,7.508125,26.745775,0.12401444,12.188118,7.5072713,27.352026,0.124016695,12.61227,7.510755,27.776169,0.12401913,13.5988,7.531822,28.762608,0.12404222,14.279966,7.5568824,29.44356,0.124095336,18.27388964477539,3.109991176757813,15.163898468017578,82.98123039367825,7.510755,0.12401913,7.386736,98.34877848625183,0.17018769606321754,True,True
Max Normalization,33,34,30.1276,32.7158,37.64847,5.826202,31.146708,0.9390156,38.642185,5.856759,32.14044,0.9390267,39.320797,5.9006743,32.819138,0.9390641,39.795574,5.94228,33.29405,0.93912697,40.89984,6.072516,34.399384,0.9396212,41.662308,6.1885114,35.16433,0.9407634,7.07977418823242,0.5782483093261703,6.50152587890625,91.83239049788763,5.94228,0.93912697,5.003153,84.19584631919861,0.08167609502112373,True,True
Max Normalization,34,35,19.6,24.1,20.224789,5.800571,19.942879,2.6943655,24.490183,5.8100076,24.208317,2.6952195,27.403065,5.9133716,27.121346,2.6981063,29.440979,6.0302877,29.159512,2.7030187,34.18093,6.4311075,33.901405,2.7406633,37.453716,6.799546,37.178642,2.8239849,5.340979003906249,5.059511566162108,0.2814674377441406,5.269959637330214,6.0302877,2.7030187,3.327269,55.175960063934326,0.9473004036266979,True,False
Max Normalization,35,36,39.8528,40.93248,38.8692,5.9107456,39.939766,0.7159832,40.612583,5.826804,41.68312,0.7163625,41.803154,5.8043337,42.873592,0.7176416,42.63611,5.805688,43.706375,0.71981853,44.57345,5.8630047,45.64239,0.73652214,45.911133,5.9458156,46.977005,0.7736615,1.7036283984375018,2.7738951220703143,-1.0702667236328125,-62.82278016816445,5.805688,0.71981853,5.0858693,87.60149478912354,1.6282278016816445,False,False
Max Normalization,36,37,17.86048,27.90696,5.3821125,6.8388567,16.929396,0.14927562,7.0761175,6.859998,18.6234,0.14927581,8.23297,6.904846,19.780243,0.14927667,9.04233,6.950627,20.589584,0.14927803,10.924806,7.101492,22.471943,0.14928848,12.224594,7.240241,23.771458,0.14931273,18.864630211791994,7.317375649414064,11.54725456237793,61.211136570066,6.950627,0.14927803,6.8013487,97.85230755805969,0.3878886342993399,True,True
Max Normalization,37,38,31.4234,46.7518,25.06593,6.6851273,31.270697,0.22417918,25.861553,6.462362,32.066315,0.22418065,26.404894,6.330931,32.60965,0.22418603,26.785027,6.249646,32.989765,0.22419558,27.669167,6.096657,33.873787,0.2242685,28.279638,6.0220184,34.48398,0.22443682,19.966773449707034,13.762034832763675,6.204738616943359,31.075319367809023,6.249646,0.22419558,6.0254507,96.4126706123352,0.6892468063219098,True,True
Max Normalization,38,39,37.353,55.6864,27.7279,8.63443,37.193836,0.17246401,29.587845,8.471007,39.053772,0.17246766,30.85802,8.396251,40.323914,0.17247914,31.746662,8.36227,41.2125,0.17249925,33.813538,8.342592,43.278954,0.17265615,35.24065,8.37763,44.70507,0.17301852,23.93973786010742,14.473898474121093,9.465839385986328,39.54028002019172,8.36227,0.17249925,8.189771,97.93716669082642,0.6045971997980828,True,True
Max Normalization,39,40,14.1,16.4,1.4901428,5.033474,4.3538113,0.09216446,1.8236209,5.023781,4.6872897,0.09216446,2.0513563,5.02193,4.9150248,0.09216446,2.2106853,5.0229406,5.0743527,0.092164464,2.581265,5.032618,5.4449296,0.09216447,2.8371387,5.0452547,5.700796,0.092164494,14.189314746856688,11.325647258758544,2.8636674880981445,20.181858949407854,5.0229406,0.092164464,4.930776,98.16513061523438,0.7981814105059215,True,True
Max Normalization,40,41,27.5566865,30.400615,2.202976,8.544756,23.095884,0.16593674,2.5073524,8.941179,23.400238,0.16593726,2.7152138,9.21733,23.608015,0.16593902,2.8606386,9.4129095,23.753298,0.16594194,3.1988788,9.874663,24.090414,0.16596504,3.4324229,10.198549,24.321365,0.16601846,27.53997638153076,6.647317194213866,20.892659187316895,75.8630250726294,9.4129095,0.16594194,9.246967,98.23707938194275,0.24136974927370602,True,True
Max Normalization,41,42,45.98,47.54,23.02022,4.575614,44.439995,1.0552045,24.471592,4.4358344,45.890045,1.0556167,25.462751,4.376481,46.876755,1.0570059,26.156187,4.3532,47.56259,1.0593737,27.769035,4.358405,49.11637,1.0775652,28.882656,4.410201,50.093872,1.1181804,21.383812942504882,0.022591552734375853,21.361221389770506,99.89435208400336,4.3532,1.0593737,3.293826,75.66447854042053,0.0010564791599663842,True,True
Max Normalization,42,43,35.1813,35.1859,40.175964,8.063294,35.75061,0.45921034,40.81118,8.065449,36.385826,0.45921147,41.24498,8.075179,36.819633,0.45921463,41.54847,8.085957,37.12314,0.45921987,42.254364,8.123585,37.82913,0.4592624,42.74176,8.159715,38.31676,0.45936033,6.362569543457035,1.9372384277343784,4.425331115722656,69.55257754743847,8.085957,0.45921987,7.6267366,94.32077407836914,0.30447422452561523,True,True
Max Normalization,43,44,30.33,43.17,30.397312,6.3360906,30.428679,0.49783987,32.305443,6.1239967,32.336807,0.49784067,33.60852,6.023692,33.639885,0.4978435,34.520184,5.9762278,34.551548,0.49784833,36.640606,5.940647,36.671967,0.49788576,38.10469,5.977774,38.136032,0.4979723,8.64981643676758,8.618451995849611,0.03136444091796875,0.36260238754488044,5.9762278,0.49784833,5.4783792,91.66951775550842,0.9963739761245511,True,False
Max Normalization,44,45,18.32256,19.0968,9.625932,5.5907874,17.386135,0.46559495,10.378719,5.6394362,18.138865,0.46560854,10.892806,5.686473,18.65275,0.46565425,11.252472,5.725879,19.012075,0.46573216,12.089014,5.8375483,19.845959,0.46633905,12.666618,5.930324,20.417414,0.46773922,7.844328076171877,0.08472457580566584,7.759603500366211,98.9199256458558,5.725879,0.46573216,5.260147,91.8661892414093,0.010800743541442037,True,True
Max Normalization,45,46,30.1,31.2,12.593472,6.904604,29.761814,1.2455144,14.689686,6.9635477,31.857872,1.2457166,16.121212,7.0648193,33.28887,1.2464006,17.122738,7.163923,34.289494,1.2475681,19.45217,7.478414,36.611908,1.2566023,21.060566,7.758086,38.204075,1.2772487,14.077262115478515,3.0894935607910163,10.987768554687499,78.05330656311362,7.163923,1.2475681,5.9163547,82.58540630340576,0.21946693436886383,True,True
Max Normalization,46,47,39.8,56.8,13.047178,8.881319,33.837593,0.119619936,14.779322,9.2047415,35.569733,0.11962,15.962221,9.449935,36.75262,0.1196202,16.789803,9.632283,37.580177,0.11962049,18.71466,10.087828,39.50484,0.1196229,20.043716,10.425623,40.833443,0.11962853,40.010197448730466,19.21982269287109,20.790374755859375,51.96268971804102,9.632283,0.11962049,9.512663,98.75813126564026,0.48037310281958984,True,True
Max Normalization,47,48,43.62,44.87,36.80417,3.2370806,43.214474,1.562346,37.79009,3.0677965,44.19996,1.5630435,38.463383,2.9678588,44.871788,1.5653969,38.934433,2.9063413,45.340332,1.5694036,40.03004,2.7927485,46.416473,1.6001527,40.78653,2.7404523,47.12812,1.6684852,5.93556701660156,0.47033203125000256,5.465234985351557,92.076038735061,2.9063413,1.5694036,1.3369377,46.000710129737854,0.07923961264938992,True,True
